mri_capacity,biopsy_capacity,n_runs,n_patients_mean,metric_mean_mean,metric_mean_sd,metric_median_mean,metric_p90_mean,metric,group
2,1,30,41.0,113.36918871323093,7.961979844305233,113.6,154.40666666666667,time_to_outpatient,BASELINE
2,2,30,59.03333333333333,70.49471115910667,2.426147317201578,67.8,91.65666666666668,time_to_outpatient,BASELINE
2,3,30,59.3,69.38475651269478,2.2991627166215762,66.43333333333334,90.68,time_to_outpatient,BASELINE
2,4,30,59.3,69.29394597776584,2.278791602555541,66.26666666666667,90.6,time_to_outpatient,BASELINE
2,5,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
2,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
3,1,30,36.43333333333333,126.29256718472949,8.532564941792485,126.38333333333334,174.7866666666667,time_to_outpatient,BASELINE
3,2,30,58.833333333333336,71.73523181258211,2.5280688657805177,68.98333333333333,93.15,time_to_outpatient,BASELINE
3,3,30,59.266666666666666,69.46908868999442,2.276713945682896,66.48333333333333,90.88333333333334,time_to_outpatient,BASELINE
3,4,30,59.3,69.29012084115382,2.2795405509550237,66.26666666666667,90.6,time_to_outpatient,BASELINE
3,5,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
3,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
4,1,30,35.733333333333334,128.29055767635924,9.603396841771914,128.0,177.32000000000002,time_to_outpatient,BASELINE
4,2,30,58.766666666666666,72.0322822108416,2.6891413468486993,69.5,93.79333333333334,time_to_outpatient,BASELINE
4,3,30,59.266666666666666,69.50431661610138,2.3264842731908826,66.7,90.82666666666667,time_to_outpatient,BASELINE
4,4,30,59.3,69.2932957045418,2.290079204669558,66.26666666666667,90.65333333333334,time_to_outpatient,BASELINE
4,5,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
4,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
5,1,30,35.733333333333334,128.85111556242933,9.853499520438078,128.28333333333333,177.95666666666665,time_to_outpatient,BASELINE
5,2,30,58.766666666666666,72.16230849078426,2.7909491335305256,69.61666666666666,93.84333333333333,time_to_outpatient,BASELINE
5,3,30,59.233333333333334,69.54000674372304,2.3057673745810736,66.71666666666667,90.93,time_to_outpatient,BASELINE
5,4,30,59.3,69.29251792676403,2.2882179502080855,66.26666666666667,90.65333333333334,time_to_outpatient,BASELINE
5,5,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
5,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
6,1,30,35.733333333333334,129.00459334521116,9.882255245831496,128.31666666666666,178.02,time_to_outpatient,BASELINE
6,2,30,58.7,72.24281264175444,2.785804914018767,69.7,93.94333333333334,time_to_outpatient,BASELINE
6,3,30,59.233333333333334,69.5779657985794,2.3192920573028477,66.71666666666667,91.04,time_to_outpatient,BASELINE
6,4,30,59.3,69.30091822677474,2.283533616704445,66.3,90.65333333333334,time_to_outpatient,BASELINE
6,5,30,59.3,69.28940681565291,2.285183929116127,66.26666666666667,90.65333333333334,time_to_outpatient,BASELINE
6,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
7,1,30,35.733333333333334,129.05729668130158,9.914037005880285,128.31666666666666,178.02,time_to_outpatient,BASELINE
7,2,30,58.7,72.27191323922162,2.78598762840144,69.7,93.94333333333334,time_to_outpatient,BASELINE
7,3,30,59.233333333333334,69.59320486947769,2.3322159711444232,66.78333333333333,91.06333333333333,time_to_outpatient,BASELINE
7,4,30,59.266666666666666,69.30315576910662,2.2878093284592436,66.3,90.65666666666668,time_to_outpatient,BASELINE
7,5,30,59.3,69.28940681565291,2.285183929116127,66.26666666666667,90.65333333333334,time_to_outpatient,BASELINE
7,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
8,1,30,35.733333333333334,129.08716847617336,9.926968914254752,128.31666666666666,178.02,time_to_outpatient,BASELINE
8,2,30,58.7,72.28290732643521,2.7973074241289875,69.71666666666667,93.94333333333334,time_to_outpatient,BASELINE
8,3,30,59.233333333333334,69.61139510516793,2.3393001997971328,66.83333333333333,91.08333333333333,time_to_outpatient,BASELINE
8,4,30,59.266666666666666,69.30834095429182,2.2927402361429046,66.3,90.65666666666668,time_to_outpatient,BASELINE
8,5,30,59.3,69.28940681565291,2.285183929116127,66.26666666666667,90.65333333333334,time_to_outpatient,BASELINE
8,6,30,59.3,69.2862957045418,2.2822731065469557,66.26666666666667,90.6,time_to_outpatient,BASELINE
